URL,Fiyat,il,Ilce,Mahalle,Baslik,İlan Numarası,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Krediye Uygunluk,Yatırıma Uygunluk,Tapu Durumu,Site İçerisinde,Eşya Durumu,Takas,Banyo Sayısı,Fiyat Durumu,Aciklama,Aidat,İlan Oluşturma Tarihi,Kira Getirisi,Balkon Durumu,Kattaki Daire Sayısı,Balkon Sayısı,WC Sayısı,Ada,Parsel,Yapı Durumu,Yapı Tipi,İpotek Durumu,Banyo Metrekare,Salon Metrekare,WC Metrekare,Görüntülü Gezilebilir mi?,Zemin Etüdü,Balkon Tipi,Pafta,Balkon Metrekare,İl,İlçe
https://www.emlakjet.com/ilan/bornova-evka-3-aegean-forest-31-orman-manzarali-luks-daire-18335585,14.850.000TL,İzmir,Bornova,Evka 3 Mahallesi,,18335585.0,31 Ekim 2025,Konut,Satılık,Daire,112 m²,135 m²,3+1,0 (Yeni),2.Kat,5.0,Yerden Isıtma,Boş,Krediye Uygun,,Kat İrtifakı,Hayır,,Var,1,Genel Fiyat,İlan Numarası18335585İlan Güncelleme Tarihi31 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare112 m²Brüt Metrekare135 m²Oda Sayısı3+1Binanın Yaşı0 (Yeni)Bulunduğu Kat2.KatBinanın Kat Sayısı5Isıtma TipiYerden IsıtmaKullanım DurumuBoşKrediye UygunlukKrediye UygunTapu DurumuKat İrtifakıSite İçerisindeHayırTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-evka4-31-guney-cephe-satilik-daire-18444227,3.700.000TL,İzmir,Bornova,Evka 4 Mahallesi,,18444227.0,18 Kasım 2025,Konut,Satılık,Daire,100 m²,105 m²,3+1,16-20,Yüksek Giriş,8.0,Isıtma Yok,Kiracı Oturuyor,Krediye Uygun,,Kat Mülkiyeti,Hayır,,,1,Genel Fiyat,İlan Numarası18444227İlan Oluşturma Tarihi18 Kasım 2025İlan Güncelleme Tarihi18 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare100 m²Brüt Metrekare105 m²Oda Sayısı3+1Binanın Yaşı16-20Bulunduğu KatYüksek GirişBinanın Kat Sayısı8Isıtma TipiIsıtma YokKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,18 Kasım 2025,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/yesilovada-21-terasli-satilik-daire-18491509,4.200.000TL,İzmir,Bornova,Gazi Osman Paşa Mahallesi,,18491509.0,26 Kasım 2025,Konut,Satılık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,3.Kat,3.0,Klimalı,Mülk Sahibi Oturuyor,Krediye Uygun,,Kat Mülkiyeti,Hayır,,,1,Genel Fiyat,İlan Numarası18491509İlan Oluşturma Tarihi26 Kasım 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare100 m²Brüt Metrekare110 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat3.KatBinanın Kat Sayısı3Isıtma TipiKlimalıKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırBanyo Sayısı1Ada0Parsel11646Fiyat DurumuGenel FiyatDaha Fazla Gör,,26 Kasım 2025,,,,,,0.0,11646.0,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/turpa-msb-den-kizilay-mah-de-80-m2-kapali-mutfak-ara-kat-11-18498424,4.250.000TL,İzmir,Bornova,Kızılay Mahallesi,,18498424.0,27 Kasım 2025,Konut,Satılık,Daire,80 m²,90 m²,1+1,5-10,Yüksek Giriş,2.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18498424İlan Oluşturma Tarihi27 Kasım 2025İlan Güncelleme Tarihi27 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare80 m²Brüt Metrekare90 m²Oda Sayısı1+1Binanın Yaşı5-10Bulunduğu KatYüksek GirişBinanın Kat Sayısı2Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,27 Kasım 2025,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/artenew-emlak-tan-bornova-kizilay-da-satilik-21-18440228,3.700.000TL,İzmir,Bornova,Kızılay Mahallesi,,18440228.0,17 Kasım 2025,Konut,Satılık,Daire,77 m²,85 m²,2+1,5-10,1.Kat,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,,Kat Mülkiyeti,Hayır,,,1,Genel Fiyat,İlan Numarası18440228İlan Oluşturma Tarihi17 Kasım 2025İlan Güncelleme Tarihi17 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare77 m²Brüt Metrekare85 m²Oda Sayısı2+1Binanın Yaşı5-10Bulunduğu Kat1.KatBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırKira Getirisi25000 TLBanyo Sayısı1Balkon DurumuYokFiyat DurumuGenel FiyatDaha Fazla Gör,,17 Kasım 2025,25000 TL,Yok,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-stadi-yani-avantajli-konumda-satilik-21-ara-kat-daire-18446719,6.380.000TL,İzmir,Bornova,Ergene Mahallesi,,18446719.0,19 Kasım 2025,Konut,Satılık,Daire,79 m²,88 m²,2+1,5-10,2.Kat,5.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18446719İlan Oluşturma Tarihi18 Kasım 2025İlan Güncelleme Tarihi19 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare79 m²Brüt Metrekare88 m²Oda Sayısı2+1Binanın Yaşı5-10Bulunduğu Kat2.KatBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,18 Kasım 2025,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/pinarbasi-da-genis-terasli-300m-31-kiracisiz-daire-yeni-bina-18496126,5.200.000TL,İzmir,Bornova,Kemalpaşa Mahallesi,,18496126.0,26 Kasım 2025,Konut,Satılık,Daire,150 m²,300 m²,3+1,11-15,4.Kat,4.0,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,2,Genel Fiyat,İlan Numarası18496126İlan Oluşturma Tarihi26 Kasım 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare150 m²Brüt Metrekare300 m²Oda Sayısı3+1Binanın Yaşı11-15Bulunduğu Kat4.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,26 Kasım 2025,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-kucuk-parka-yurume-mesafesinde-21-satilik-daire-18454854,4.000.000TL,İzmir,Bornova,Kazımdirik Mahallesi,,18454854.0,20 Kasım 2025,Konut,Satılık,Daire,80 m²,85 m²,2+1,21 Ve Üzeri,3.Kat,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,,Kat İrtifakı,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18454854İlan Oluşturma Tarihi20 Kasım 2025İlan Güncelleme Tarihi20 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare80 m²Brüt Metrekare85 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat3.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunTapu DurumuKat İrtifakıSite İçerisindeHayırAidat100 TLTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,100 TL,20 Kasım 2025,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/sertac-gayrimenkulden-mustakil-bina-18505081,15.000.000TL,İzmir,Bornova,Doğanlar Mahallesi,,18505081.0,28 Kasım 2025,Konut,Satılık,Müstakil Ev,120 m²,130 m²,3+1,0 (Yeni),,2.0,Kombi Doğalgaz,Boş,Krediye Uygun,,Kooperatiften Tapu,Evet,,,1,Genel Fiyat,İlan Numarası18505081İlan Oluşturma Tarihi28 Kasım 2025İlan Güncelleme Tarihi28 Kasım 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare120 m²Brüt Metrekare130 m²Oda Sayısı3+1Binanın Yaşı0 (Yeni)Binanın Kat Sayısı2Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunTapu DurumuKooperatiften TapuSite İçerisindeEvetBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,28 Kasım 2025,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/modda-bulvarda-korfez-manzarali-satilik-21-daire-18356018,5.750.000TL,İzmir,Bornova,Koşukavak Mahallesi,,18356018.0,03 Kasım 2025,Konut,Satılık,Daire,75 m²,89 m²,2+1,1,22.Kat,24.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,,Kat İrtifakı,Hayır,,Var,2,Genel Fiyat,İlan Numarası18356018İlan Güncelleme Tarihi03 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare75 m²Brüt Metrekare89 m²Oda Sayısı2+1Binanın Yaşı1Bulunduğu Kat22.KatBinanın Kat Sayısı24Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat İrtifakıSite İçerisindeHayırAidat3000 TLTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,3000 TL,,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-evka3-guvenlikli-sitede-3-katli-bloklarda-2-kat-41-18441503,12.750.000TL,İzmir,Bornova,Evka 3 Mahallesi,,18441503.0,20 Kasım 2025,Konut,Satılık,Daire,180 m²,220 m²,4+1,16-20,2.Kat,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Evet,Boş,Yok,2,Genel Fiyat,İlan Numarası18441503İlan Oluşturma Tarihi18 Kasım 2025İlan Güncelleme Tarihi20 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare180 m²Brüt Metrekare220 m²Oda Sayısı4+1Binanın Yaşı16-20Bulunduğu Kat2.KatBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,18 Kasım 2025,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/buraxtan-ataturk-mh-yavuzcad-uzerinde-21-satilik-daire-18394527,5.450.000TL,İzmir,Bornova,Atatürk Mahallesi,,18394527.0,28 Kasım 2025,Konut,Satılık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,3.Kat,5.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,,Kat Mülkiyeti,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18394527İlan Oluşturma Tarihi10 Kasım 2025İlan Güncelleme Tarihi28 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare80 m²Brüt Metrekare90 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat3.KatBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,10 Kasım 2025,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/erzene-de-cadde-uzeri-satilik-21-18382292,7.760.000TL,İzmir,Bornova,Erzene Mahallesi,,18382292.0,08 Kasım 2025,Konut,Satılık,Daire,65 m²,88 m²,2+2,0 (Yeni),2.Kat,5.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18382292İlan Güncelleme Tarihi08 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare65 m²Brüt Metrekare88 m²Oda Sayısı2+2Binanın Yaşı0 (Yeni)Bulunduğu Kat2.KatBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorYapı DurumuSıfırYapı TipiBetonarmeTapu DurumuKat MülkiyetiSite İçerisindeHayırAidat350 TLTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,350 TL,,,,,,,,,Sıfır,Betonarme,,,,,,,,,,,
https://www.emlakjet.com/ilan/artenew-den-32-dublex-manzarali-asansorlu-200m2-3-yillik-18492241,14.000.000TL,İzmir,Bornova,Kızılay Mahallesi,,18492241.0,26 Kasım 2025,Konut,Satılık,Daire,200 m²,210 m²,3+2,3,4.Kat,5.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Var,2,Genel Fiyat,İlan Numarası18492241İlan Oluşturma Tarihi26 Kasım 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare200 m²Brüt Metrekare210 m²Oda Sayısı3+2Binanın Yaşı3Bulunduğu Kat4.KatBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,26 Kasım 2025,,,,,,,,,,,,,,,,,,,,
